phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7398225,https://sites.google.com/view/nouveau-sms-message-vocal/accueil,http://www.phishtank.com/phish_detail.php?phish_id=7398225,2021-12-29 15:50:29+00:00,yes,2021-12-29T16:04:21+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7397871,https://hangovertest1.blogspot.com/2021/12/window.html,http://www.phishtank.com/phish_detail.php?phish_id=7397871,2021-12-29 07:30:19+00:00,yes,2021-12-29T12:11:13+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7396630,https://himbauane.blogspot.com/,http://www.phishtank.com/phish_detail.php?phish_id=7396630,2021-12-27 19:31:30+00:00,yes,2021-12-27T19:43:21+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7395852,http://tecmachine.com.br/data/api/conta.stone.com.br/login1/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7395852,2021-12-26 13:51:35+00:00,yes,2021-12-27T05:42:53+00:00,yes,Adobe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7395851,http://tecmachine.com.br/data/api/conta.stone.com.br/login1/,http://www.phishtank.com/phish_detail.php?phish_id=7395851,2021-12-26 13:51:27+00:00,yes,2021-12-27T05:42:53+00:00,yes,Adobe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7394446,https://amreeth.github.io/Netflix/,http://www.phishtank.com/phish_detail.php?phish_id=7394446,2021-12-24 12:04:28+00:00,yes,2022-01-14T08:39:21+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7394259,http://im-creator.com/free/kennymoore12/btinternet,http://www.phishtank.com/phish_detail.php?phish_id=7394259,2021-12-24 07:07:52+00:00,yes,2021-12-24T07:15:06+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7393863,http://www.im-creator.com/free/msw0rd/att_word,http://www.phishtank.com/phish_detail.php?phish_id=7393863,2021-12-23 13:03:21+00:00,yes,2022-01-13T00:12:42+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7393818,https://qhj39hfxqftr.clickfunnels.com/optin1640121734846,http://www.phishtank.com/phish_detail.php?phish_id=7393818,2021-12-23 10:30:11+00:00,yes,2021-12-23T10:43:18+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
