phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2042606,http://www.formbuddy.com/cgi-bin/formdisp.pl?u=Twice&amp;f=LLM,http://www.phishtank.com/phish_detail.php?phish_id=2042606,2013-09-30 13:24:39+00:00,yes,2013-10-01T13:33:17+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202772,http://myurbanswagga.ae/secure/paypal/Udpate/,https://phishtank.org/phish_detail.php?phish_id=2202772,2013-12-31 23:58:00+00:00,yes,2013-12-31T23:58:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202771,http://myurbanswagga.ae/secure/paypal/Udpate,https://phishtank.org/phish_detail.php?phish_id=2202771,2013-12-31 23:58:00+00:00,yes,2013-12-31T23:58:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202769,http://fundatiafoc.ro/Login/PyPl/,https://phishtank.org/phish_detail.php?phish_id=2202769,2013-12-31 23:54:00+00:00,yes,2013-12-31T23:54:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202768,http://service.paypal-au.validation-de-compte.com/au/au/37b457c165e2ac...,https://phishtank.org/phish_detail.php?phish_id=2202768,2013-12-31 23:46:00+00:00,yes,2013-12-31T23:46:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202767,http://service.paypal-au.validation-de-compte.com/au/au/...,https://phishtank.org/phish_detail.php?phish_id=2202767,2013-12-31 23:46:00+00:00,yes,2013-12-31T23:46:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202766,http://service.paypal-au.validation-de-compte.com/au/au/480c566b082231...,https://phishtank.org/phish_detail.php?phish_id=2202766,2013-12-31 23:45:00+00:00,yes,2013-12-31T23:45:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202764,http://mbase.hubline.com/index.htm,https://phishtank.org/phish_detail.php?phish_id=2202764,2013-12-31 23:36:00+00:00,yes,2013-12-31T23:36:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202763,http://update-information.my-website-controle.tk/ppl-verification/logi...,https://phishtank.org/phish_detail.php?phish_id=2202763,2013-12-31 23:27:00+00:00,yes,2013-12-31T23:27:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202761,http://zontadistrictthree.org/2008achievementforms/2013gdocs/index.htm...,https://phishtank.org/phish_detail.php?phish_id=2202761,2013-12-31 23:01:00+00:00,yes,2013-12-31T23:01:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202759,http://www.us-battle-support.com/#,https://phishtank.org/phish_detail.php?phish_id=2202759,2013-12-31 22:45:00+00:00,yes,2013-12-31T22:45:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2202758,http://remont-kvartiru.net.ua/modules/mod_jatwitter/assets/images/puli...,https://phishtank.org/phish_detail.php?phish_id=2202758,2013-12-31 22:45:00+00:00,yes,2013-12-31T22:45:00+00:00,no,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
