phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7571619,https://shared-folder-private.nhilenhil.workers.dev/,http://www.phishtank.com/phish_detail.php?phish_id=7571619,2022-06-30 21:32:10+00:00,yes,2022-06-30T21:42:52+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7571402,https://zi992883923923.web.app/#user@example.org,http://www.phishtank.com/phish_detail.php?phish_id=7571402,2022-06-30 15:06:07+00:00,yes,2022-06-30T15:22:04+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7571371,https://hotm.art/vAZ5MfUZ,http://www.phishtank.com/phish_detail.php?phish_id=7571371,2022-06-30 14:36:57+00:00,yes,2024-02-13T04:43:15+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7571102,https://s.yam.com/detail/mkvZg,http://www.phishtank.com/phish_detail.php?phish_id=7571102,2022-06-30 07:55:03+00:00,yes,2023-08-21T05:54:54+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7571101,https://s.yam.com/mkvZg!,http://www.phishtank.com/phish_detail.php?phish_id=7571101,2022-06-30 07:55:01+00:00,yes,2022-06-30T08:11:05+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7570476,https://click.pstmrk.it/2sm/link.waveapps.com%2Fv2jf5j-3zatkz/lixABy8N/oawo/nQGekMlRY4/QXJJbnZvaWNlRGVmYXVsdEVtYWls,http://www.phishtank.com/phish_detail.php?phish_id=7570476,2022-06-29 15:50:55+00:00,yes,2023-08-21T05:54:54+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7570265,https://my.forms.app/form/62bafb7fbd94a175bbb5e6e7,http://www.phishtank.com/phish_detail.php?phish_id=7570265,2022-06-29 13:27:06+00:00,yes,2022-08-20T11:42:13+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7570169,https://www.patylitem.com/o-cqcw-e81-4eb29d3315334e1184abb70613399c68,http://www.phishtank.com/phish_detail.php?phish_id=7570169,2022-06-29 12:32:22+00:00,yes,2023-08-21T05:54:54+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7569744,https://snbcvertess.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7569744,2022-06-29 00:37:10+00:00,yes,2022-06-29T00:42:40+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7569743,https://snbcvertess.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7569743,2022-06-29 00:37:00+00:00,yes,2022-06-29T00:42:40+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7569734,https://ssenclave.org/spanel/index1.php?email=,http://www.phishtank.com/phish_detail.php?phish_id=7569734,2022-06-29 00:35:45+00:00,yes,2022-06-29T00:42:40+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7569321,http://1inch-io-stage-app-euc1.s3-website.eu-central-1.amazonaws.com/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7569321,2022-06-28 14:51:57+00:00,yes,2022-06-28T14:52:38+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
