phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6650382,https://drive.google.com/file/d/1robIOsANBh8Doqa7YUIeWn3Akz4094ho/edit,http://www.phishtank.com/phish_detail.php?phish_id=6650382,2020-06-26 18:08:58+00:00,yes,2020-07-18T04:25:04+00:00,yes,PayPal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6650350,https://drive.google.com/file/d/19zPw90jGON3J5mERXi1pauVKjDMx8NFQ/edit,http://www.phishtank.com/phish_detail.php?phish_id=6650350,2020-06-26 18:00:19+00:00,yes,2020-07-30T16:09:49+00:00,yes,PayPal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6648984,https://drive.google.com/file/d/1GINBNlpVt7kpfNog9A68fqmn7k3aivUi,http://www.phishtank.com/phish_detail.php?phish_id=6648984,2020-06-25 23:15:00+00:00,yes,2020-07-15T10:27:31+00:00,yes,PayPal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6648457,https://drive.google.com/file/d/1C5O9_Y8_OcTSEPwyOjfarN1K-KJ4D9FE,http://www.phishtank.com/phish_detail.php?phish_id=6648457,2020-06-25 16:59:58+00:00,yes,2020-07-31T13:33:37+00:00,yes,PayPal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6631004,http://sp477389.sitebeat.site/,http://www.phishtank.com/phish_detail.php?phish_id=6631004,2020-06-15 14:22:48+00:00,yes,2020-08-01T21:13:34+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6624409,http://kuchkuchnights.com/blog?sec=laurinefeiler,http://www.phishtank.com/phish_detail.php?phish_id=6624409,2020-06-11 18:10:48+00:00,yes,2020-06-11T19:16:43+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6624408,http://kuchkuchnights.com/2222?sec=franziskaoppermann,http://www.phishtank.com/phish_detail.php?phish_id=6624408,2020-06-11 18:10:45+00:00,yes,2020-06-11T19:16:43+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6612034,http://latinotravel.cz/images/content/Made-in-China.com/Made-in-China.com.html,http://www.phishtank.com/phish_detail.php?phish_id=6612034,2020-06-04 14:02:21+00:00,yes,2020-06-04T14:10:15+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6594402,https://att5.godaddysites.com/,http://www.phishtank.com/phish_detail.php?phish_id=6594402,2020-05-25 17:32:33+00:00,yes,2024-03-07T02:13:44+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
