phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7991185,https://betg366.start.page/,http://www.phishtank.com/phish_detail.php?phish_id=7991185,2022-12-31 22:31:54+00:00,yes,2022-12-31T22:42:47+00:00,yes,Facebook;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7991097,https://dpomstlms.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7991097,2022-12-31 19:09:22+00:00,yes,2022-12-31T19:12:54+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7991096,https://dpomstlms.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7991096,2022-12-31 19:09:15+00:00,yes,2022-12-31T19:12:54+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7991037,https://spinhost.net/wp-file-manager/inc/images/wp-includes/redirect.php,http://www.phishtank.com/phish_detail.php?phish_id=7991037,2022-12-31 18:36:13+00:00,yes,2022-12-31T18:42:43+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7990942,https://polygon-apes-minting.netlify.app,http://www.phishtank.com/phish_detail.php?phish_id=7990942,2022-12-31 09:14:32+00:00,yes,2023-06-11T11:21:37+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7990810,https://carlomcer.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7990810,2022-12-31 00:57:27+00:00,yes,2022-12-31T01:12:59+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7990809,https://carlomcer.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7990809,2022-12-31 00:57:19+00:00,yes,2022-12-31T01:12:59+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7990807,https://carlomcur.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7990807,2022-12-31 00:57:14+00:00,yes,2022-12-31T01:12:59+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7990806,https://carlomcur.firebaseapp.com/,http://www.phishtank.com/phish_detail.php?phish_id=7990806,2022-12-31 00:57:09+00:00,yes,2022-12-31T01:12:59+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7990795,https://sumpogaes.web.app/,http://www.phishtank.com/phish_detail.php?phish_id=7990795,2022-12-31 00:55:53+00:00,yes,2022-12-31T01:12:59+00:00,yes,Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
